ID	POS	ANN
C:593	  chr7 99691191 99691253 -; 	 refGene.bed NM_001278595 +;  ensGene.bed ENST00000491245 +;  miRNA.bed Name=hsa-miR-25-3p +;
C:594	  chr7 99691398 99691460 -; 	 refGene.bed NM_001278595 +;  ensGene.bed ENST00000491245 +;  miRNA.bed Name=hsa-miR-93-3p +;
C:595	  chr7 99691623 99691686 -; 	 refGene.bed NM_001278595 +;  pirna2.bed 1 -;  ensGene.bed ENST00000491245 +;  miRNA.bed Name=hsa-miR-106b-3p +;
C:596	  chr7 129410284 129410310 -; 	 refGene.bed NR_029614 +;  pirna2.bed 1 -;  ensGene.bed ENST00000385255 +;  miRNA.bed Name=hsa-miR-182-5p +;
C:597	  chr8 33371042 33371099 +; 	 wgRNA.bed CDBox +;  ensGene.bed ENST00000431156 -;  rmsk.bed snRNA +;
C:598	  chr8 41517960 41518024 +; 	 refGene.bed NM_020476 -;  ensGene.bed ENST00000520299 -;  miRNA.bed Name=hsa-miR-486-3p +;
C:599	  chr8 10892728 10892752 -; 	 refGene.bed NM_173683 +;  ensGene.bed ENST00000416569 +;  miRNA.bed Name=hsa-miR-598-3p +;  rmsk.bed Simple_repeat -;
C:600	  chr8 14710951 14711014 -; 	 refGene.bed NM_139167 +;  ensGene.bed ENST00000382080 +;  miRNA.bed Name=hsa-miR-383-3p +;
C:601	  chr8 56986395 56986460 -; 	 refGene.bed NM_001146227 +;  pirna2.bed 1 -;  ensGene.bed ENST00000519807 +;  wgRNA.bed CDBox +;
C:602	  chr8 67834708 67834785 -; 	 refGene.bed NR_002599 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000522478 +;
C:603	  chr9 20716118 20716175 +; 	 refGene.bed NM_017794 +;  ensGene.bed ENST00000338382 +;  miRNA.bed Name=hsa-miR-491-3p +;
C:604	  chr9 96941176 96941199 +; 	 refGene.bed NR_046163 -;  ensGene.bed ENST00000416309 -;  miRNA.bed Name=hsa-let-7d-3p +;
C:605	  chr9 131154906 131154975 -; 	 refGene.bed NR_029837 +;  ensGene.bed ENST00000385220 +;  miRNA.bed Name=hsa-miR-219b-3p -;
C:606	  chr9 116971727 116971788 +; 	 refGene.bed NM_032888 +;  ensGene.bed ENST00000494090 +;  miRNA.bed Name=hsa-miR-455-3p +;
C:607	  chr9 134361050 134361138 +; 	 refGene.bed NM_013318 +;  pirna2.bed 1 -;  ensGene.bed ENST00000372249 +;  wgRNA.bed CDBox +;
C:608	  chr9 136216250 136216326 +; 	 refGene.bed NM_000972 +;  pirna2.bed 1 -;  ensGene.bed ENST00000489392 +;  wgRNA.bed CDBox +;
C:609	  chr9 136216950 136217019 +; 	 refGene.bed NM_000972 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000489392 +;
C:610	  chr9 139565066 139565127 +; 	 refGene.bed NR_046367 +;  ensGene.bed ENST00000406555 +;  miRNA.bed Name=hsa-miR-126-3p +;
C:611	  chr9 21512118 21512177 -; 	 refGene.bed NR_027054 +;  ensGene.bed ENST00000304425 +;  miRNA.bed Name=hsa-miR-31-3p +;
C:612	  chr9 28888884 28888944 -; 	 refGene.bed NM_001258282 +;  ensGene.bed ENST00000401120 +;  miRNA.bed Name=hsa-miR-873-3p +;
C:613	  chr9 33934298 33934367 -; 	 refGene.bed NM_001282529 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000418786 +;
C:614	  chr9 35657743 35657794 -; 	 refGene.bed NR_003051 +;  ensGene.bed ENST00000363046 +;
C:615	  chr9 35657958 35658017 -; 	 refGene.bed NR_003051 +;  ensGene.bed ENST00000363046 +;
C:616	  chr9 73424908 73424969 -; 	 refGene.bed NM_001007470 +;  ensGene.bed ENST00000361823 +;  miRNA.bed Name=hsa-miR-204-3p +;
C:617	  chr9 125642502 125642586 -; 	 refGene.bed NM_001100588 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000335387 +;
C:618	  chr9 130210779 130210821 -; 	 refGene.bed NM_000976 +;  wgRNA.bed HAcaBox +;  ensGene.bed ENST00000364432 +;
C:619	  chrM 3401 3445 +; 	 ensGene.bed ENST00000361390 +;
C:620	  chrM 3638 3718 +; 	 ensGene.bed ENST00000361390 +;
C:621	  chrM 7975 8083 +; 	 ensGene.bed ENST00000361739 +;
C:622	  chrM 9231 9272 +; 	 ensGene.bed ENST00000362079 +;
C:623	  chrM 9955 10087 +; 	 ensGene.bed ENST00000361227 +;
C:624	  chrM 11131 11204 +; 	 ensGene.bed ENST00000361381 +;
C:625	  chrM 14822 14870 +; 	 ensGene.bed ENST00000361789 +;
C:626	  chrM 15888 16079 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000387461 -;
C:627	  chrM 85 135 -; 	 pirna2.bed 1 -;
C:628	  chrM 160 410 -; 	 pirna2.bed 1 -;
C:629	  chrM 16423 16543 -; 	 pirna2.bed 1 -;
C:630	  chrUn 1619100 1619164 +;
C:631	  chrUn 1619911 1619954 +;
C:632	  chrUn 1625735 1625886 +;
C:633	  chrUn 1626193 1626262 +;
C:634	  chrX 49767772 49767832 +; 	 refGene.bed NM_001127898 +;  ensGene.bed ENST00000376091 +;  miRNA.bed Name=hsa-miR-532-3p +;
C:635	  chrX 49773050 49773114 +; 	 refGene.bed NM_001127898 +;  ensGene.bed ENST00000376091 +;  miRNA.bed Name=hsa-miR-500a-3p +;
C:636	  chrX 49777863 49777887 +; 	 refGene.bed NM_001127898 +;  ensGene.bed ENST00000376091 +;  miRNA.bed Name=hsa-miR-660-5p +;
C:637	  chrX 54840889 54840933 +; 	 refGene.bed NM_014599 +;  wgRNA.bed HAcaBox +;  ensGene.bed ENST00000396224 +;
C:638	  chrX 65238778 65238802 +; 	 refGene.bed NR_029637 +;  ensGene.bed ENST00000385204 +;  miRNA.bed Name=hsa-miR-223-3p +;
C:639	  chrX 109298575 109298639 +; 	 refGene.bed NM_017698 +;  ensGene.bed ENST00000288381 +;  miRNA.bed Name=hsa-miR-652-5p +;  rmsk.bed DNA -;
C:640	  chrX 113949666 113949743 +; 	 refGene.bed NM_001256761 +;  ensGene.bed ENST00000371950 +;  miRNA.bed Name=hsa-miR-1298-3p +;
C:641	  chrX 114058085 114058109 +; 	 refGene.bed NM_001256761 +;  ensGene.bed ENST00000371950 +;  miRNA.bed Name=hsa-miR-448 +;
C:642	  chrX 45605602 45605671 -; 	 refGene.bed NR_029635 +;  ensGene.bed ENST00000602461 +;  miRNA.bed Name=hsa-miR-221-3p +;
C:643	  chrX 45606434 45606500 -; 	 refGene.bed NR_029636 +;  ensGene.bed ENST00000602461 +;  miRNA.bed Name=hsa-miR-222-3p +;
C:644	  chrX 73438222 73438306 -; 	 refGene.bed NR_028379 +;  ensGene.bed ENST00000602420 +;  miRNA.bed Name=hsa-miR-421 +;  LINE + -111 -31;
C:645	  chrX 73438391 73438443 -; 	 refGene.bed NR_028379 +;  ensGene.bed ENST00000602420 +;  miRNA.bed Name=hsa-miR-374c-3p -;  LINE + 26 138;
C:646	  chrX 73507128 73507181 -; 	 refGene.bed NR_028379 +;  ensGene.bed ENST00000602420 +;  miRNA.bed Name=hsa-miR-374a-3p +;  LINE + 23 137;
C:647	  chrX 85158642 85158708 -; 	 refGene.bed NM_000390 +;  ensGene.bed ENST00000537751 +;  miRNA.bed Name=hsa-miR-361-3p +;  rmsk.bed DNA +;
C:648	  chrX 133303409 133303433 -; 	 refGene.bed NR_029852 +;  ensGene.bed ENST00000384840 +;  miRNA.bed Name=hsa-miR-363-3p +;
C:649	  chrX 135961356 135961432 -; 	 refGene.bed NM_001164803 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000568578 +;
C:650	  chrX 137749917 137749942 -; 	 refGene.bed NM_001139500 +;  ensGene.bed ENST00000455663 +;  miRNA.bed Name=hsa-miR-504-5p +;
C:651	  chrX 139006316 139006376 -; 	 refGene.bed NR_030230 +;  ensGene.bed ENST00000485626 +;  miRNA.bed Name=hsa-miR-505-3p +;
C:652	  chrX 151560700 151560759 -; 	 refGene.bed NM_000808 +;  ensGene.bed ENST00000370311 +;  miRNA.bed Name=hsa-miR-105-3p +;
